,,,,,,RESULTS,,,,,Page 1 of 15,
21A21A05A8,9.41,9.43,B,B,A+,A+,,A+,A+,A+,A+,A+,A,
21A21A05A9,8.35,8.26,C,D,B,B,C,A+,A+,A+,A+,A+,,
21A21A05B0,9.18,9.08,B,A,A,B,A,A+,A+,A+,A+,A+,,
21A21A05B1,9.29,9,A,B,A,A,,A+,A+,A+,A+,A+,A,
21A21A05B2,9.18,8.98,B,B,B,A+,,A+,A+,A+,A+,A+,A,
21A21A05B3,,,E,D,C,E,F,A+,A,A+,A+,A+,,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
,,,,,,RESULTS,,,,,,Page 9 of 15,,
Branch: COMPUTER SCIENCE AND ENGINEERING,,,,,Course/Sem:,B.Tech VI SEM Regular Examinations,,,(R20),,,Held in:,April 2024,
Roll No,SGPA,CGPA,,,,,,,,,,,,
,,,CD,OOAD,ML,AITT,AWSCP,ML L,OOAD L,CD L,WDD,CSP,FSD,
,,,COMPILER,OBJECT,MACHINE,ARTIFICIAL,AWS CLOUD,MACHINE,OBJECT,COMPILER,WEB DESIGN,COMMUNITY,FULL STACK,
,,,DESIGN,ORIENTED,LEARNING,INTELLIGENCE,PRACTITIONER,LEARNING LAB,ORIENTED,DESIGN LAB,AND,SERVICE,DEVELOPMENT,
,,,,ANALYSIS AND,,TOOLS AND,,,ANALYSIS AND,,DEVELOPMENT,PROJECT,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
21A21A05B4,8.59,8.36,C,B,B,B,C,A+,A+,A+,A+,A+,,
21A21A05B5,,,F,D,B,D,D,A+,A+,A+,A,A+,,
21A21A05B6,8.12,7.91,C,D,C,C,,A+,A+,A+,A+,A+,C,
21A21A05B7,9.41,9.49,A,B,A,A+,A,A+,A+,A+,A+,A+,,
21A21A05B8,8.94,9.19,B,C,B,A,,A+,A+,A+,A+,A+,A,
21A21A05B9,7.86,7.35,C,C,D,C,C,A,A,A,A,A+,,
21A21A05C0,8.71,8.61,B,C,B,B,B,A+,A+,A+,A+,A+,,
21A21A05C1,9.24,9.28,A,C,A,A+,A,A+,A,A+,A+,A+,,
21A21A05C2,8.12,,C,D,C,C,B,A,A+,A,A+,A+,,
21A21A05C3,9.41,8.71,A,B,A+,A,,A+,A+,A+,A+,A+,A,
21A21A05C4,8.18,7.31,D,C,B,C,C,A+,A+,A,A+,A+,,
21A21A05C6,,,E,E,D,F,F,A+,A,A+,A,A+,,
21A21A05C7,7.41,,E,E,D,E,B,A+,A,A,A+,A+,,
21A21A05C8,8.82,8.4,B,C,A,C,,A+,A+,A+,A+,A+,A,
21A21A05C9,8.82,8.62,A,C,B,B,,A+,A+,A+,A+,A+,B,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
,,,,,,RESULTS,,,,,,Page 10 of 15,,
Branch: COMPUTER SCIENCE AND ENGINEERING,,,,,Course/Sem:,B.Tech VI SEM Regular Examinations,,,(R20),,,Held in:,April 2024,
Roll No,SGPA,CGPA,,,,,,,,,,,,
,,,CD,OOAD,ML,AITT,AWSCP,ML L,OOAD L,CD L,WDD,CSP,FSD,
,,,COMPILER,OBJECT,MACHINE,ARTIFICIAL,AWS CLOUD,MACHINE,OBJECT,COMPILER,WEB DESIGN,COMMUNITY,FULL STACK,
,,,DESIGN,ORIENTED,LEARNING,INTELLIGENCE,PRACTITIONER,LEARNING LAB,ORIENTED,DESIGN LAB,AND,SERVICE,DEVELOPMENT,
,,,,ANALYSIS AND,,TOOLS AND,,,ANALYSIS AND,,DEVELOPMENT,PROJECT,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
21A21A05D0,8.53,8.38,C,C,B,B,B,A+,A+,A,A+,A+,,
21A21A05D1,8.59,7.94,B,C,B,B,B,A+,A,A,A+,A+,,
21A21A05D2,8.59,7.24,D,B,A,B,C,A+,A+,A+,A+,A+,,
21A21A05D3,7.57,,E,C,E,D,,A,A+,A,A,A+,B,
21A21A05D4,8.12,7.87,D,C,B,D,,A+,A+,A+,A+,A+,C,
21A21A05D5,8.12,7.89,D,C,C,D,,A+,A+,A+,A+,A+,B,
21A21A05D6,9.18,9.08,A,A,A,C,A,A+,A+,A+,A+,A+,,
21A21A05D7,8.51,7.66,C,B,B,D,,A+,A+,A+,A,A+,A,
21A21A05D8,9.22,8.94,B,A+,A,C,,A+,A+,A+,A,A+,A+,
21A21A05D9,8.53,8.32,C,B,B,C,B,A,A+,A+,A+,A+,,
21A21A05E0,8.29,7.59,B,B,B,E,C,A,A+,A+,A+,A+,,
21A21A05E1,8.88,8.24,C,A,B,B,A,A,A+,A+,A+,A+,,
21A21A05E2,8.71,8.51,B,C,B,C,A,A+,A+,A+,A+,A+,,
21A21A05E3,,,A,B,B,F(Ab),,A,A+,A+,A,A+,B,
21A21A05E4,8.18,7.64,C,D,C,C,,A,A+,A+,A+,A+,B,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
,,,,,,RESULTS,,,,,,Page 11 of 15,,
Branch: COMPUTER SCIENCE AND ENGINEERING,,,,,Course/Sem:,B.Tech VI SEM Regular Examinations,,,(R20),,,Held in:,April 2024,
Roll No,SGPA,CGPA,,,,,,,,,,,,
,,,CD,OOAD,ML,AITT,AWSCP,ML L,OOAD L,CD L,WDD,CSP,FSD,
,,,COMPILER,OBJECT,MACHINE,ARTIFICIAL,AWS CLOUD,MACHINE,OBJECT,COMPILER,WEB DESIGN,COMMUNITY,FULL STACK,
,,,DESIGN,ORIENTED,LEARNING,INTELLIGENCE,PRACTITIONER,LEARNING LAB,ORIENTED,DESIGN LAB,AND,SERVICE,DEVELOPMENT,
,,,,ANALYSIS AND,,TOOLS AND,,,ANALYSIS AND,,DEVELOPMENT,PROJECT,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
21A21A05E5,8.76,8.7,B,C,B,B,,A,A+,A+,A+,A+,A,
21A21A05E6,8.41,8.1,B,C,B,C,,A,A+,A+,A+,A+,C,
21A21A05E7,9.06,8.87,B,B,B,B,A+,A+,A+,A+,A+,A+,,
21A21A05E8,8,7.89,C,D,C,C,,A+,A+,A+,A+,A+,D,
21A21A05E9,7.27,7.26,E,D,D,E,,A,A+,A+,A,A+,D,
21A21A05F0,8.16,,D,C,B,D,B,A+,A+,A+,A,A+,,
21A21A05F1,,,E,D,E,D,,A,A+,A+,A,A+,F,
21A21A05F2,8.76,8.09,A,C,B,A,,A,A+,A+,A+,A+,C,
21A21A05F3,8.63,8.86,A,C,B,C,,A+,A+,A+,A,A+,B,
21A21A05F4,9.1,8.74,A,A,B,B,A,A+,A+,A+,A,A+,,
21A21A05F5,,,E,E,E,F,,A,A+,A,A,A+,F,
21A21A05F6,7.82,7.76,C,D,C,D,,A,A+,A+,A+,A+,D,
21A21A05F7,8.53,8.62,A,B,C,C,,A,A+,A+,A+,A+,C,
21A21A05F8,,,F,E,F,E,,A,A+,A,B,A+,F,
21A21A05F9,,,E,D,D,E,,A,A+,A+,A+,A+,F,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
,,,,,,RESULTS,,,,,,Page 12 of 15,,
Branch: COMPUTER SCIENCE AND ENGINEERING,,,,,Course/Sem:,B.Tech VI SEM Regular Examinations,,,(R20),,,Held in:,April 2024,
Roll No,SGPA,CGPA,,,,,,,,,,,,
,,,CD,OOAD,ML,AITT,AWSCP,ML L,OOAD L,CD L,WDD,CSP,FSD,
,,,COMPILER,OBJECT,MACHINE,ARTIFICIAL,AWS CLOUD,MACHINE,OBJECT,COMPILER,WEB DESIGN,COMMUNITY,FULL STACK,
,,,DESIGN,ORIENTED,LEARNING,INTELLIGENCE,PRACTITIONER,LEARNING LAB,ORIENTED,DESIGN LAB,AND,SERVICE,DEVELOPMENT,
,,,,ANALYSIS AND,,TOOLS AND,,,ANALYSIS AND,,DEVELOPMENT,PROJECT,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
21A21A05G0,,,F,E,F,F,F,B,A+,A,A,A+,,
21A21A05G1,8.71,8.93,A,C,B,C,,A+,A+,A+,A+,A+,B,
21A21A05G2,8.18,8.11,C,B,C,D,,A,A+,A+,A+,A+,C,
21A21A05G3,9.29,9.33,A,A,A,A,,A+,A+,A+,A+,A+,B,
21A21A05G4,,,F,D,D,F,C,A,A+,A,A+,A+,,
21A21A05G5,9.53,9.43,A+,A,A,A,,A+,A+,A+,A+,A+,A,
21A21A05G6,8.06,8.16,D,C,B,E,,A,A+,A+,A+,A+,B,
21A21A05G7,8.1,8.47,C,B,C,D,C,A,A+,A+,A,A+,,
21A21A05G9,9.1,9.33,B,B,A,A,,A+,A+,A+,A,A+,A,
21A21A05H0,9.1,9.23,B,B,A,A,,A+,A+,A+,A,A+,A,
21A21A05H1,9.18,9.52,C,A,A,A,,A+,A+,A+,A+,A+,A,
21A21A05H2,8.92,9.09,B,B,A,B,,A,A+,A+,A,A+,A,
21A21A05H3,7.98,7.4,C,C,C,D,,A,A+,A+,A,A+,C,
21A21A05H4,,,F,D,E,C,,A,A+,A+,A,A+,F,
21A21A05H5,9.35,9.45,A,A,A,A,,A,A+,A+,A+,A+,A,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
,,,,,,RESULTS,,,,,,Page 13 of 15,,
Branch: COMPUTER SCIENCE AND ENGINEERING,,,,,Course/Sem:,B.Tech VI SEM Regular Examinations,,,(R20),,,Held in:,April 2024,
Roll No,SGPA,CGPA,,,,,,,,,,,,
,,,CD,OOAD,ML,AITT,AWSCP,ML L,OOAD L,CD L,WDD,CSP,FSD,
,,,COMPILER,OBJECT,MACHINE,ARTIFICIAL,AWS CLOUD,MACHINE,OBJECT,COMPILER,WEB DESIGN,COMMUNITY,FULL STACK,
,,,DESIGN,ORIENTED,LEARNING,INTELLIGENCE,PRACTITIONER,LEARNING LAB,ORIENTED,DESIGN LAB,AND,SERVICE,DEVELOPMENT,
,,,,ANALYSIS AND,,TOOLS AND,,,ANALYSIS AND,,DEVELOPMENT,PROJECT,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
21A21A05H6,,,E,D,C,F,,A,A+,A+,A+,A+,D,
21A21A05H7,8.88,8.97,B,B,B,B,,A,A+,A+,A+,A+,A,
21A21A05H8,7.75,7.13,E,D,C,D,,A,A+,A+,A,A+,B,
21A21A05H9,7.71,,D,D,C,D,,A,A+,A+,A+,A+,D,
21A21A05I0,9.41,9.12,A,A,A,B,,A+,A+,A+,A+,A+,A+,
21A21A05I1,8.39,7.79,C,C,B,C,,A+,A+,A+,A,A+,B,
21A21A05I2,7.86,6.83,D,C,C,D,C,A,A+,A+,A,A+,,
21A21A05I4,8.12,,D,B,B,D,,A,A+,A,A+,A+,C,
21A21A05I6,,,E,D,E,E,,A,A+,A+,A+,A+,F,
21A21A05I7,8.94,8.81,A,B,B,C,,A+,A+,A+,A+,A+,A,
21A21A05I8,9.12,8.93,A,B,A,B,,A+,A+,A,A+,A+,A,
21A21A05I9,8.47,8.47,C,B,C,C,,A+,A+,A+,A+,A+,B,
21A21A05J0,8.24,8.33,C,C,C,C,,A+,A+,A+,A+,A+,C,
21A21A05J1,9.12,7.69,A,B,A,B,,A,A+,A+,A+,A+,A,
21A21A05J2,8.94,8.88,B,A,B,B,,A+,A+,A+,A+,A+,B,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
,,,,,,RESULTS,,,,,,Page 14 of 15,,
Branch: COMPUTER SCIENCE AND ENGINEERING,,,,,Course/Sem:,B.Tech VI SEM Regular Examinations,,,(R20),,,Held in:,April 2024,
Roll No,SGPA,CGPA,,,,,,,,,,,,
,,,CD,OOAD,ML,AITT,AWSCP,ML L,OOAD L,CD L,WDD,CSP,FSD,
,,,COMPILER,OBJECT,MACHINE,ARTIFICIAL,AWS CLOUD,MACHINE,OBJECT,COMPILER,WEB DESIGN,COMMUNITY,FULL STACK,
,,,DESIGN,ORIENTED,LEARNING,INTELLIGENCE,PRACTITIONER,LEARNING LAB,ORIENTED,DESIGN LAB,AND,SERVICE,DEVELOPMENT,
,,,,ANALYSIS AND,,TOOLS AND,,,ANALYSIS AND,,DEVELOPMENT,PROJECT,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
21A21A05J3,8.51,8.21,B,B,B,D,,A+,A+,A+,A,A+,B,
21A21A05J4,9.41,9.59,A,A,A,A,,A+,A+,A+,A+,A+,A,
21A21A05J5,8.47,7.88,C,C,B,C,,A+,A+,A+,A+,A+,B,
21A21A05J6,8.63,8.66,B,B,B,C,,A+,A+,A+,A,A+,B,
21A21A05J7,8.88,8.2,B,A,B,C,A,A,A+,A+,A+,A+,,
22A25A0501,8.29,8.02,D,B,C,C,,A,A+,A+,A+,A+,B,
22A25A0502,9.47,8.98,A+,A,A,A,,A,A+,A+,A+,A+,A,
22A25A0503,8.75,8.23,C,B,A,B,,A,A+,A,A,A+,A,
22A25A0504,8.31,8.18,D,B,B,C,,A,A+,A,B,A+,A,
22A25A0505,8.04,7.98,C,C,B,D,,A,A,A+,A,A+,C,
22A25A0506,7.76,7.22,D,E,C,D,,A+,A,A,A+,A+,B,
22A25A0507,8.06,8.09,D,C,C,D,,A+,A,A+,A+,A+,B,
22A25A0508,8.24,7.66,C,C,C,B,D,A+,A+,A+,A+,A+,,
22A25A0509,9.29,8.97,A,A,A,B,A,A+,A+,A+,A+,A+,,
22A25A0510,9.41,9.08,B,A,A,A+,,A+,A+,A+,A+,A+,A,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
,,,,,,RESULTS,,,,,,Page 15 of 15,,
Branch: COMPUTER SCIENCE AND ENGINEERING,,,,,Course/Sem:,B.Tech VI SEM Regular Examinations,,,(R20),,,Held in:,April 2024,
Roll No,SGPA,CGPA,,,,,,,,,,,,
,,,CD,OOAD,ML,AITT,AWSCP,ML L,OOAD L,CD L,WDD,CSP,FSD,
,,,COMPILER,OBJECT,MACHINE,ARTIFICIAL,AWS CLOUD,MACHINE,OBJECT,COMPILER,WEB DESIGN,COMMUNITY,FULL STACK,
,,,DESIGN,ORIENTED,LEARNING,INTELLIGENCE,PRACTITIONER,LEARNING LAB,ORIENTED,DESIGN LAB,AND,SERVICE,DEVELOPMENT,
,,,,ANALYSIS AND,,TOOLS AND,,,ANALYSIS AND,,DEVELOPMENT,PROJECT,,
,,,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,Grade,
22A25A0511,9.53,9.36,A,A+,A,A,,A+,A+,A+,A+,A+,A,
22A25A0512,8.29,8.15,C,B,C,C,,A,A+,A+,A+,A+,C,
22A25A0513,8.57,8.44,C,A,C,B,,A,A+,A+,A,A+,B,
22A25A0514,9.65,9.33,A,A+,A,A+,,A+,A+,A+,A+,A+,A,
22A25A0515,8.88,9.15,B,A,B,B,,A,A+,A+,A+,A+,B,
22A25A0516,8.88,8.73,B,B,B,B,,A,A+,A+,A+,A+,A,
22A25A0517,,,F,D,C,D,D,A,A+,A+,A,A+,,
22A25A0518,8.57,8.21,B,B,B,C,B,A,A+,A+,A,A+,,
"Note: In case of any deviation, the concern students may contact the COE immediately",,,,,,,,,,,,,,
"Letter Grade Indicates Grade Points (A+ - 10.00,",,,"A - 9.00,","B - 8.00,","C - 7.00,","D - 6.00,","E - 5.00,",F - 0.),,,,,,
,,,,,,,,Controller of Examination,,,,,,Principal
